DIS_CODE;SUBJECT;RESULT;AUTHOR;KEYWORDS;;;;;;;;;;;;;;;;;;;;;
06.3.6.73.18;Визуализация и сонификация данных;0;Даша;Виды и типы сонификации, Методы и средства моделирования звуков, Звуковой дизайн, Программный синтез звука, Проектирование звуковых образов с применением различных библиотек, Создание звуковых образов, Data Mining для задач сонификации, Визуальное программирование, Основы разработки в VVVV, Язык программирования Csound, Разработка полимодальных интерфейсов;;;;;;;;;;;;;;;;;;;;;
06.3.6.74.18;Платформы интернета вещей;0;Даша;Распределённые вычислительные системы, Распределённые системы интернета вещей, Аппаратные платформы интернета вещей, Типовая структура устройства интернета вещей, Микроконтроллеры, Системы на кристалле, Платформы промышленного интернета вещей, Стандарт IEC 61131, Стандарт IEC 61499, Сетевая инфраструктура интернета вещей, Сетевые интерфейсы интернета вещей;;;;;;;;;;;;;;;;;;;;;
06.3.6.75.18;Технологии защиты информации;0;Света;Информация как предмет технической защиты, Источники опасных сигналов, Виды угроз безопасности информации, Средства инженерной защиты, Средства технической охраны, Методы и средства технической защиты информации, Техническая защите информации в организации, Системный подход к защите информации, Моделирование объекта защиты, Моделирование угроз, Методические рекомендации по разработке мер защиты;;;;;;;;;;;;;;;;;;;;;
06.3.6.76.18;Программно-аппаратные средства защиты информации;0;Максим;Система защиты информации от несанкционированного доступа, Подсистема управления доступом, Подсистема регистрации и учета, Подсистема обеспечения целостности, Криптографическая подсистема, Управление ключевой информацией, Сетевая безопасность, Компьютерные вирусы, Защита программного обеспечения от несанкционированного доступа;;;;;;;;;;;;;;;;;;;;;
06.3.6.77.18;Инженерно технические средства защиты информации;0;Света;Анализ угроз безопасности, Виды информации защищаемой техническими средствами, Каналы утечки информации, Технические средства инструментального контроля защищаемых объектов, Основные этапы проектирования системы защиты информации, Правила выбора оборудования технических средств защиты, Технические средства защиты объектов, Методы защиты объектов техническими средствами, Организация работы по эксплуатации технических средств защиты информации;;;;;;;;;;;;;;;;;;;;;
06.3.6.78.18;Управление информационной безопасностью;0;Даша;Политика безопасности, Организация информационной безопасности, Управление активами, Персонал по обеспечению безопасности, Защита от воздействия окружающей среды, Управление средствами коммуникаций, Контроль сетевого доступа, Контроль доступа к операционной системе, Контроль доступа к информации, Требования к безопасности информационных систем, Управление инцидентами информационной безопасности;;;;;;;;;;;;;;;;;;;;;
06.3.6.79.18;Защита информации в системе управления базами данных;0;Света;Концептуальные основы защиты баз данных, Методы управления удаленным доступом к данным, Список контроля доступа (ACL), Средства SQL для управления доступа к данным, Встроенные средства защиты данных СУБД, Уровни средств защиты, Защиты распределенных хранилищ данных, Угрозы базам данных, Комплекс мероприятий по защите баз данных;;;;;;;;;;;;;;;;;;;;;
06.3.6.8.18;Системы на кристалле;0;Света;Методологии проектирования систем на кристалле, Маршрут проектирования correct-by-construction, Маршрут проектирования constrained-based design, Принципы высокоуровневого проектирования систем на кристалле, Бизнес модель SIP, Языки описания архитектуры и микроархитектуры систем на кристалле, Высокоуровневый синтез систем на кристалле, Верификация систем на кристалле, Инструментальные средства моделирования систем на кристалле, Инструментальные средства формального анализа систем на кристалле;;;;;;;;;;;;;;;;;;;;;
06.3.6.80.18;Технология обнаружения уязвимостей в системах;0;Света;Классификация уязвимостей, Анализ возможных вариантов атак злоумышленников, Программные средства защиты информации, Типичные уязвимости web-сервисов, Правила написания безопасного кода, Исследование приложений методом обратного анализа ПО, Методы анализа вредоносного ПО, Защита от использования уязвимостей, Автоматизация эксплуатации уязвимостей с помощью Metasploit Framework;;;;;;;;;;;;;;;;;;;;;
06.3.6.81.18;Проектирование комплексных систем защиты информации;0;Света;Комплексное обеспечение защиты информации, Определение условий функционирования комплексной системы защиты информации, Разработка модели комплексной системы защиты информации, Система защиты информации Secret Net, Принципы построения системы защиты информации, Принципы функционирования системы защиты информации, Управление комплексной системы защиты информации в чрезвычайных ситуациях, Нормативно-правовое обеспечение комплексной системы защиты информации, Программно-аппаратное обеспечение комплексной системы защиты информации, Инженерно-техническое обеспечение комплексной системы защиты информации;;;;;;;;;;;;;;;;;;;;;
06.3.6.82.18;Защищенный документооборот;0;Света;Жизненный цикл документа, Классификация документов, Электронный документ, Система электронного документооборота, Особенности функционирования СЭД, Нормативно-правовая база в области регулирования электронного документооборота, Основные угрозы и уязвимости, Методы защиты информации на бумажных носителях, Методы защиты информации в электронных документах, Средства шифрования, Электронная подпись, Юридическая сила электронного документа;;;;;;;;;;;;;;;;;;;;;
06.3.6.83.18;Криптографические методы обеспечения информационной безопасности;0;Света;Криптографическая защита информации, Симметричные криптосистемы, Криптосистемы на открытых ключах, Криптосистемы на эллиптических кривых, Методы обеспечения целостности данных, Криптографические хэш-функции, Методы обеспечения подлинности данных, Алгоритм RSA, Алгоритм Эль-Гамаль, Электронная подпись;;;;;;;;;;;;;;;;;;;;;
06.3.6.84.18;Обеспечение информационной безопасности мобильных устройств;0;Максим;Типы уязвимостей мобильных устройств, Обзор особенностей мобильных платформ, Модели разграничения доступа, Изоляция приложений, Джейлбрейк мобильных устройств, Аутентификация пользователей мобильных устройств, Программно-аппаратные средства защиты в мобильных устройствах, Криптографические методы защиты в мобильных устройствах, Криптографические методы защиты в беспроводных системах связи, Типы файловых систем для мобильных устройств, Работа с бэкапами;;;;;;;;;;;;;;;;;;;;;
06.3.6.85.18;Технология сертификации средств защиты информации;0;Даша;Системы сертификации, Федеральные органы по сертификации, Порядок сертификации средств защиты информации, Область компетенции федеральных органов по сертификации, Документы по сертификации средств защиты информации, Методико-технические аспекты проведения сертификационных испытаний средств защиты информации, Инструментальные средства поддержки процесса сертификационных испытаний средств защиты информации, Аттестация объектов информатизации по требованиям безопасности информации;;;;;;;;;;;;;;;;;;;;;
06.3.6.86.18;Информационная безопасность мультиагентных систем;0;Света;Мультиагентные системы, Моделирование информационного взаимодействия, Показатели эффективности мультиагентной системы, Показатели информационной безопасности мультиагентной системы, Обеспечение информационной безопасности мультиагентных систем, Инструментальные средства моделирования мультиагентных систем;;;;;;;;;;;;;;;;;;;;;
06.3.6.87.18;Организация и технология защиты информации;0;Максим;Демаскирующие признаки объектов защиты, Способы несанкционированного доступа к источникам информации, Виды угроз безопасности информации, Технические каналы утечки информации, Защита информации от наблюдения, Защита информации от подслушивания, Способы предотвращения утечки информации, Организация защиты информации, Системный подход к защите информации, Методическое обеспечение технической защиты информации;;;;;;;;;;;;;;;;;;;;;
06.3.6.88.18;Организация и управление службой информационной безопасности;0;Максим;Задачи службы защиты информации, Функции службы защиты информации, Структура службы защиты информации, Управление службой защиты информации, Технология управления службой защиты информации;;;;;;;;;;;;;;;;;;;;;
06.3.6.89.18;Организация и защита информации в системе управления базами данных;0;Максим;Системы управления базами данных (СУБД), Встроенные средства защиты данных СУБД, Методы управления удаленным доступом к данным, Средств языка SQL для управления доступом к данным, Уровни средств защиты, Политики безопасности, Встроенные средства разграничения доступа СУБД, Резервное копирование, Защита распределенных хранилищ данных, Комплексная защита баз данных;;;;;;;;;;;;;;;;;;;;;
06.3.6.9.18;Технологии нейросетевых вычислений;0;Света;Архитектуры нейронных сетей, Искусственные нейронные сети, Многослойные искусственные нейтронные сети, Функции активации, Методы подготовки обучающей выборки, Обучение нейронных сетей, Алгоритма прямого распространения, Алгоритма обратного распространения, Алгоритм кластеризации k-средними, Иерархическая кластеризация, Карты Кохонена;;;;;;;;;;;;;;;;;;;;;
06.3.6.90.18;Системы защиты информации в ведущих зарубежных странах;0;Даша;Кибервойны, Информационные войны, Основы информационного противоборства, Противодействие терроризму и кибертерроризму, Национальные стратегии обеспечения кибербезопасности, Государственная политика в области защиты информации, Системы обеспечения кибербезопасности, Практика обеспечения международной информационной безопасности, Международные документы по борьбе с киберугрозами, Стратегия Евросоюза по противодействию киберпреступности, Международные организации в области информационной безопасности;;;;;;;;;;;;;;;;;;;;;
06.3.6.91.18;Технология применения криптографических методов обеспечения информационной безопасности;0;Даша;Задачи криптографии, Принципы криптографической защиты информации, Симметричные криптосистемы, Криптографические системы с секретным ключом, Криптосистемы на открытых ключах, Алгоритм RSA, Алгоритм Эль-Гамаль, Криптосистемы на эллиптических кривых, Криптографические хэш-функции, Электронная подпись, Методы криптоанализа ассиметричных алгоритмов шифрования;;;;;;;;;;;;;;;;;;;;;
06.3.6.92.18;Организация обеспечение информационной безопасности мобильных устройств;0;Максим;Типы уязвимостей мобильных устройств, Обзор особенностей мобильных платформ, Модели разграничения доступа, Изоляция приложений, Джейлбрейк мобильных устройств, Аутентификация пользователей мобильных устройств, Программно-аппаратные средства защиты в мобильных устройствах, Криптографические методы защиты в мобильных устройствах, Криптографические методы защиты в беспроводных системах связи, Типы файловых систем для мобильных устройств, Работа с бэкапами;;;;;;;;;;;;;;;;;;;;;
06.3.6.93.18;Вычислительные сети и контроль безопасности в компьютерных сетях;0;Даша;Принципы организации сетевых технологий, Архитектура вычислительных сетей, Базовые протоколы TCP/IP, Угрозы безопасности распределенной вычислительной системы, Компьютерные вирусы, Устройства съема информации, Средства защиты от компьютерных вирусов, Системы обнаружения и предотвращения атак, Виртуальные частные сети VPN, Межсетевое экранирование;;;;;;;;;;;;;;;;;;;;;
06.3.6.94.18;Основы системного программирования;0;Максим;Функциональная организация вычислительной машины, Структурная организация вычислительной машины, Архитектура ЭВМ, Виды программного обеспечения, Системное программное обеспечение, Язык программирования ассемблер, Работа с внешними устройствами, Резидентные программы, Обработчики прерываний;;;;;;;;;;;;;;;;;;;;;
06.3.6.95.18;Основы разработки программно-аппаратных средств;0;Максим;Программно-аппаратные средства обеспечения информационной безопасности, Методы обеспечения информационной безопасности, Программно-аппаратные средства защиты от несанкционированного доступа, Оценка эффективности средств защиты информации, Разработка автоматизированных систем управления объектами, Анализ состояний объекта управления, Архитектура автоматизированной системы, Реализация алгоритмов взаимодействия модулей автоматизированной системы;;;;;;;;;;;;;;;;;;;;;
06.3.6.96.18;Интеллектуальные технологии средств защиты информации;0;Максим;Онтологии, Диаграммы потоков данных, Нейронные сети, Нотации IDEF, Событийные цепочки процессов, Байесовские сети доверия, Диаграммы деятельности, Диаграммы последовательностей, Сети Петри, Кусты событий;;;;;;;;;;;;;;;;;;;;;
06.3.6.97.18;Технологии разработки информационных систем в защищенном исполнении;0;Максим;Классификация информационных систем, Архитектура информационных систем, Руководящий документ ФСТЭК, Информационная безопасность информационных систем, Автоматизированная система защиты информации, Python, Разработка серверной части информационных систем, Объектно-ориентированное программирование, Разработка клиентской части информационных систем, HTML, CSS;;;;;;;;;;;;;;;;;;;;;
06.3.6.98.18;Сквозное проектирование программно-аппаратных средств;0;Максим;Системы автоматизированного проектирования (САПР), САПР программно-аппаратных средств, Сквозное проектирование, Выбор САПР, Методы сквозного проектирования программно-аппаратных средств, CAD;;;;;;;;;;;;;;;;;;;;;
06.3.6.99.18;Криптографические методы защиты информации;0;Даша;Криптографическая защита информации, Симметричные криптосистемы, Криптосистемы на открытых ключах, Криптосистемы на эллиптических кривых, Методы обеспечения целостности данных, Криптографические хэш-функции, Методы обеспечения подлинности данных, Алгоритм RSA, Алгоритм Эль-Гамаль, Электронная подпись;;;;;;;;;;;;;;;;;;;;;
06.4.3.0.18;Глобальные технологические тренды;0;Даша;Рынок технологических инноваций, Анализ технологических трендов, Инструменты форсайта, Визуализация данных, Мониторинг технологических трендов, Актуальные глобальные технологические тренды, Научно-техническое развитие РФ;;;;;;;;;;;;;;;;;;;;;
06.4.3.1.18;Интеллектуальные технические системы;0;Даша;Инженерия знаний, Процесс решения трудноформализуемых задач, Архитектура интеллектуальных систем, Диалоговые системы, Естественно-языковые интерфейсы, Структура систем интеллектуального управления, Интеллектуальные роботы, Нечеткие множества, Нечеткая логика, Нанороботы;;;;;;;;;;;;;;;;;;;;;
06.4.3.10.18;Виртуальное командообразование;0;Даша;Виды и функции команд, Технология виртуального командообразования, Интернет-коммуникации, Организация работы виртуальной команды, Контроль работы виртуальной команды, Мотивации работы в виртуальной команде, Требования к участникам виртуальной команды, Формирование командного духа в условиях виртуальной команды;;;;;;;;;;;;;;;;;;;;;
06.4.3.11.18;Управление инвестициями;0;Даша;Инвестиции, Экономическая сущность инвестиций, Классификация инвестиций, Источники инвестирования, Направления инвестирования, Инвестиционный проект, Методы инвестирования, Экономическая оценка инвестиций, Стратегическое управление инвестиционным портфелем, Оперативное управление инвестиционным портфелем, Методы регулирования инвестиционной деятельности;;;;;;;;;;;;;;;;;;;;;
06.4.3.2.18;Digital-технологии в инноватике;0;Даша;Сущность Digital-технологий, Применение Digital-технологий в инноватике, Направления применения Digital-технологий в инноватике, Digital-технологии в производстве инновационных товаров, Digital-технологии в продвижении инноваций на рынок, Управление использованием Digital-технологий в инноватике;;;;;;;;;;;;;;;;;;;;;
06.4.3.3.18;Технологический форсайт;0;Даша;Технологический форсайт компетенций, Прогнозирование потребностей в компетенциях, Индустрия 4.0, Использование патентных данных, Преимущества форсайта, Профессиональные профили, Национальные программы технологического форсайта, Проект «Форсайт компетенций 2030»;;;;;;;;;;;;;;;;;;;;;
06.4.3.4.18;IT-среда инновационной деятельности;0;Даша;IT-среда современного общества, Информационная среда региона, Информационная среда государства, Национальные информационные ресурсы, Информационная политика в научно-технологической сфере, IT-инфраструктура предприятия, Информационные ресурсы поддержки инновационной деятельности, Средства поддержки принятия решений, Организация информационного обеспечения инноваций;;;;;;;;;;;;;;;;;;;;;
06.4.3.5.18;Венчурное предпринимательство;0;Даша;Виды инноваций, Формы организации инновационной деятельности, Малые инновационные предприятия (старт-апы), Инновационные проекты, Оценка эффективности инноваций, Формы стимулирования инновационной деятельности, Особенности венчурного предпринимательства, Венчурные фонды, Методы прогнозирования рисков, Страхование рисков;;;;;;;;;;;;;;;;;;;;;
06.4.3.6.18;Индустриальный интернет;0;Даша;Индустрия 4.0, Локальные сети, Глобальные сети, Системы информационного обеспечения, Промышленные революции, Принципы автоматизации процесса, Составляющие индустриального интернета, Модели промышленного интернета, Угрозы применения индустриального интернета;;;;;;;;;;;;;;;;;;;;;
06.4.3.7.18;Цифровая экономика;0;Даша;Экосистема цифровой экономики, Факторы развития цифровой экономики, Вызовы цифровой экономики, Цифровые рынки, Большие данные, Сетевые эффекты, Технологии цифровой экономики, Сквозные технологии, Рынки ИКТ;;;;;;;;;;;;;;;;;;;;;
06.4.3.8.18;Технологические экосистемы;0;Даша;Экосистемы инноваций, Инновационная среда, Регулирование статичных систем, Стратификация мировой экономики, Динамичные горизонтальные взаимодействия, Сетевая организационная структура экосистемы, Цифровые экосистемы, Системообразующие слои цифровой экосистемы, Конкуренция экосистем;;;;;;;;;;;;;;;;;;;;;
06.4.3.9.18;Когнитивная экономика;0;Даша;Атрибуты постиндустриальной экономики, Формирование когнитивной экономики, Человеческий капитал, Интеллектуальный капитал, Развитие когнитивной экономики, Приоритетные направления развития науки, Искусственный интеллект, Рынок искусственного интеллекта;;;;;;;;;;;;;;;;;;;;;
06.4.6.0.18;Государственная инновационная политика;0;Даша;Государственное регулирование экономики, Правовые основы государственного регулирования экономики, Инновационное развитие государства, Инновационный сектор национальной экономики, Инновационная политика государства, Финансовые источники государственной инновационной политики, Государственная поддержка инновационных кластеров;;;;;;;;;;;;;;;;;;;;;
06.4.6.1.18;Организация производства на предприятиях;0;Даша;Теоретические основы организации производства, Производственные системы, Производственный процесс, Организация производственного процесса, Организационные типы производства, Формы собственности, Организационно-правовые формы хозяйствования юридических лиц, Состав имущества предприятия, Основные средства предприятия, Оборотные средства предприятия, Определение затрат по экономическим элементам;;;;;;;;;;;;;;;;;;;;;
06.4.6.10.18;Управление наукоемким производством;0;Даша;Развитие наукоемких производств, Классификация отраслей по степени наукоемкости, Оценка уровня инновационной активности организации, Управление бизнесом наукоемких производств, Планирование наукоемкого производства, Показатели наукоемкости производства, Особенности подготовки наукоемкого производства, Организационные структур управления наукоемким производством, Контроль качества наукоемкой продукции, Оценка эффективности наукоемкого производства;;;;;;;;;;;;;;;;;;;;;
06.4.6.11.18;Маркетинговая поддержка инновационных проектов;0;Даша;Поиск рыночных возможностей реализации инновационных проектов, Маркетинговый анализ инновационных проектов, Маркетинговая экспертиза реализации инновационного проекта, Особенности продвижения инновационного проекта, Эффективность реализации инновационных проектов, Управление маркетингом инновационных проектов, Организация маркетинга инновационных проектов, Стратегический анализ направлений развития инновационных проектов, Планирование коммуникационных стратегий продвижения инновационных проектов, Формирование маркетингового бюджета реализации инновационного проекта, Составление маркетинговой программы продвижения инновационных проектов, Оценка эффективности реализации маркетинговой программы продвижения инновационных проектов;;;;;;;;;;;;;;;;;;;;;
06.4.6.12.18;Инновационные бизнес-модели;0;Даша;Инновационная бизнес-модель, Виды бизнес-моделей, Открытые бизнес-модели, Бизнес-стратегии, Перспективы развития бизнеса, Бизнес-моделирование, Содержательные элементы бизнес-модели, Элементы бизнес-модели, Организация работ по проектированию бизнес-модели;;;;;;;;;;;;;;;;;;;;;
06.4.6.13.18;Мотивация инноваторства;0;Даша;Теоретические основы мотивации инновационной деятельности, Теории мотивации, Виды мотивации, Мотивационная структура человека, Методы мотивации инноваторства, Мотивационная среда инновационной компании, Диагностика мотивационной среды;;;;;;;;;;;;;;;;;;;;;
06.4.6.14.18;Финансовое обеспечение инноваций;0;Даша;Финансовые аспекты инновационного процесса, Финансирование фундаментальных научных исследований, Венчурные фонды, Финансирование прикладных исследований, Инвестиционные аспекты процесса производства инноваций, Бизнес-план инновационно-инвестиционного проекта, Управление рисками инновационно-инвестиционного проекта, Экономическое обоснование инновационно-инвестиционного проекта, Финансовые показатели инновационно-инвестиционного проекта;;;;;;;;;;;;;;;;;;;;;
06.4.6.15.18;Маркетинговый анализ инноваций;0;Даша;Поиск рыночных возможностей реализации инновационных проектов, Маркетинговый анализ инновационных проектов, Маркетинговая экспертиза реализации инновационного проекта, Особенности продвижения инновационного проекта, Эффективность реализации инновационных проектов, Управление маркетингом инновационных проектов, Организация маркетинга инновационных проектов, Стратегический анализ направлений развития инновационных проектов, Планирование коммуникационных стратегий продвижения инновационных проектов, Формирование маркетингового бюджета реализации инновационного проекта, Составление маркетинговой программы продвижения инновационных проектов, Оценка эффективности реализации маркетинговой программы продвижения инновационных проектов;;;;;;;;;;;;;;;;;;;;;
06.4.6.16.18;Анализ и оценка потенциала инновации;0;Даша;Инновационный потенциал, Декомпозиция ресурсного потенциала инноваций, Оценка затрат на реализацию инновационных проектов, Денежные потоки инновационных проектов, Оценка потенциала инноваций, Анализ экономической эффективности инноваций, Методы комплексной оценки потенциала инноваций;;;;;;;;;;;;;;;;;;;;;
06.4.6.17.18;Модели управления затратами в инновационной деятельности;0;Даша;Управление затратами, Центры ответственности, Методы учета затрат и калькулирования, Управление затратами инновационного предприятия, Управление затратами в инновационном бизнесе, Моделирование процесса принятия управленческих решений;;;;;;;;;;;;;;;;;;;;;
06.4.6.18.18;Продвижение инноваций;0;Даша;Инновационный товар, Анализ наукоемкой продукции, Конкурентоспособность нововведений, Восприятия инноваций, Эффективность маркетингового продвижения инновационных товаров, Управления маркетингом инновационных товаров, Особенности продвижения инновационного товара, Показатели оценки эффективности реализации маркетинговой программы, Формы организации сервиса инновационных товаров, Методы ценообразования на наукоемкую продукцию, Методы прогнозирования сбыта наукоемкой продукции, Каналы сбыта наукоемкой продукции;;;;;;;;;;;;;;;;;;;;;
06.4.6.19.18;Реинжиниринг технологических процессов;0;Даша;Принципы реинжиниринга технологических процессов, Практические подходы к реорганизации предприятия, Условия успешного реинжиниринга технологических процессов, факторы риска реинжиниринга технологических процессов, Классификация технологических процессов, Подходы к реструктуризации процессов предприятия, Этапы реинжиниринга процессов предприятия, Последствия реинжиниринга технологических процессов, Оценка эффективности реинжиниринга, Внедрение перепроектированных процессов, Информационные технологии в реинжиниринге;;;;;;;;;;;;;;;;;;;;;
06.4.6.2.18;Планирование инвестиций в инновации;0;Даша;Модель тройной спирали, Оценка инновационных проектов, Инвестиции в идеи, Инвестиционная инфраструктура в РФ, Инвестиционная привлекательность инновационных проектов, Источники инвестиций, Инвестиционная стратегия компании, Оценка эффективности инвестиционных проектов, Инвестиционная деятельность, Инновационная деятельности предприятия, Финансирование стартапов, Эффективность затрат на инновационную деятельность;;;;;;;;;;;;;;;;;;;;;
06.4.6.20.18;Технологическое брокерство и трансфер технологий;0;Даша;Инновационные проекты, Управление инновационными проектами, Система управления проектами, Технологическое брокерство, Инновационный цикл, Коммерциализация инноваций, Трансфер технологий, Правовая защита РИД, Патентоведение, Оценка эффективности инновационного проекта, Инвестиционная привлекательность инновационного проекта;;;;;;;;;;;;;;;;;;;;;
06.4.6.21.18;Анализ результатов инновационной деятельности;0;Даша;Виды инвестиционной деятельности, Организация анализа результатов инновационной деятельности, Анализ финансовых результатов деятельности предприятия, Методика формирования конечного финансового результата, Сметный расчет финансовых результатов, Система показателей эффективности инновационной деятельности, Методы оценки эффективности инновационной деятельности, Оценки влияния инноваций;;;;;;;;;;;;;;;;;;;;;
