DIS_CODE;SUBJECT;RESULT;AUTHOR;KEYWORDS;;;;;;;;;;;;;;;;;;;;;
07.6.9.6.20;Основы разработки компьютерных игр (КР);0;Настя;Unreal engine 4, Blueprint, Искусственный интеллект, Оптимизация в Unreal engine 4, Отладка в Unreal engine 4, Пользовательские интерфейсы, Язык C++, Геймдизайн, Прототипирование, Маркетинг, Оценка рынка, Бизнес-метрики, Пайплайн разработки;;;;;;;;;;;;;;;;;;;;;
07.6.5.13.20;Инструментальные средства разработки видеоигр (КР);0;Настя;TortoiseSVN, GIT, Работа с репозиториями, Плагины, UE 4, Методологии проектирования ПО, SCRUM, Agile, DirectX, OpenGL, Графический пайплайн, Текстурирование, Рендеринг, Отладка графических приложений;;;;;;;;;;;;;;;;;;;;;
07.6.5.15.20;Архитектура игровых движков и систем виртуальной реальности ;0;Настя;Игровой движок, Рендер, NetWorking, Анимация, Оптимизация кода, Data-Driven подход, Архитектурная модель, Архитектура рендера;;;;;;;;;;;;;;;;;;;;;
07.6.5.18.20;Социальная информатика;0;Настя;Теория информации, Коммуникационные системы, Информационные революции, Системный анализ, Коммуникационная деятельность, E-Society, Информационное общество, Цифровизация социальной сферы, E-Governance, Электронное управление;;;;;;;;;;;;;;;;;;;;;
07.6.5.22.20;Компьютерные технологии в научных исследованиях;0;Настя;Информатизация научной деятельности, Научная деятельность, Научно-исследовательский цикл, Информационно-коммуникационные технологии, ИКТ в научной коммуникации, Сетевые ресурсы научных исследований, Библиографическая информация, Научное цитирование, Научные конференции, Научные труды, Обработка цифрового изображения;;;;;;;;;;;;;;;;;;;;;
07.7.5.20.20;Оптические системы записи, хранения и отображения информации;0;Настя;Оптические системы, Хранение данных, Запись информации, Механизмы светочувствительности, Голографическая запись информации, Голографические системы, Голографическая память, Голограммы, Оптическая запись информации;;;;;;;;;;;;;;;;;;;;;
07.7.5.21.20;Оптические системы записи, хранения и отображения информации / Optical systems for recording, storing and displaying information;0;Настя;Оптические системы, Хранение данных, Запись информации, Механизмы светочувствительности, Голографическая запись информации, Голографические системы, Голографическая память, Голограммы, Оптическая запись информации;;;;;;;;;;;;;;;;;;;;;
07.7.6.100.20;Математические методы фемтосекундной оптики / Mathematical methods in femtosecond optics;0;Настя;Фемтосекундное излучение, Широкоплосное испульсное терагерцовое излучение, Взаимодействие фемтосекундного излучения с веществом, Оптические среды, Полевой подход, Уравнения динамики поля, LBullet, Эволюция огибающих оптических импульсов, Спектральный подход, Уравнения динамики волн;;;;;;;;;;;;;;;;;;;;;
07.7.9.8.20;Математические методы компьютерных технологий в научных исследованиях;0;Настя;Математическое моделирование, Язык Python, ОС UNIX, Ubuntu Linux, GitHub, Дифференциальные уравнения, Методы Эйлера, Численная схема, Метод конечных разностей, Уравнение теплопроводности, Волновое уравнение, Уравнение Пуассона, Метод конечных элементов;;;;;;;;;;;;;;;;;;;;;
07.7.9.9.20;Математические методы компьютерных технологий в научных исследованиях / Mathematical methods of computer technology in scientific research;0;Настя;Математическое моделирование, Язык Python, ОС UNIX, Ubuntu Linux, GitHub, Дифференциальные уравнения, Методы Эйлера, Численная схема, Метод конечных разностей, Уравнение теплопроводности, Волновое уравнение, Уравнение Пуассона, Метод конечных элементов;;;;;;;;;;;;;;;;;;;;;
07.7.5.18.20;Фемтосекундная оптика и фемтотехнологии;0;Настя;Фемтосекундный импульс, Фемтосекундная оптика, Уравнения динамики поля, Уравнения динамики спектра излучения, Сверхкороткие лазерные импульсы, Лазерное излучение, Фемтотехнологии, Фемтосекундная спектроскопия, Фемтосекундная лазерная система, Спектральный суперконтинуум, ТГц излучение;;;;;;;;;;;;;;;;;;;;;
07.7.5.19.20;Фемтосекундная оптика и фемтотехнологии / Femtosecond optics and femtotechnology;0;Настя;Фемтосекундный импульс, Фемтосекундная оптика, Уравнения динамики поля, Уравнения динамики спектра излучения, Сверхкороткие лазерные импульсы, Лазерное излучение, Фемтотехнологии, Фемтосекундная спектроскопия, Фемтосекундная лазерная система, Спектральный суперконтинуум, ТГц излучение;;;;;;;;;;;;;;;;;;;;;
07.7.5.24.20;Оптические линии связи и квантовые коммуникации;0;Настя;Волоконно-оптическая связь, Оптические сети, Оптическое излучение, Компоненты оптических линий связи, Квантовая коммуникация, Одиночные фотоны, Квантовая рассылка ключей, Экспериментальные системы квантовой коммуникации, Протокол ВВ84;;;;;;;;;;;;;;;;;;;;;
07.7.5.25.20;Оптические линии связи и квантовые коммуникации / Optical communication lines and quantum communications;0;Настя;Волоконно-оптическая связь, Оптические сети, Оптическое излучение, Компоненты оптических линий связи, Квантовая коммуникация, Одиночные фотоны, Квантовая рассылка ключей, Экспериментальные системы квантовой коммуникации, Протокол ВВ84;;;;;;;;;;;;;;;;;;;;;
07.3.6.53.20;Обработка изображений в радиолокационных системах;0;Настя;Методы описания изображений, Геометрические примитивы, Формирование признаков, Обработка изображений, Выделение структур, Обнаружение сигналов, Различение сигналов, Фильтрация сигналов, Радиотехнические системы, Априорная неопределенность, Проектирование радиосистем, Сложные системы, Распознавание образов, Искусственный интеллект;;;;;;;;;;;;;;;;;;;;;
07.6.5.3.20;Методология городских исследований;0;Настя;Демографическая структура города, Экономика города, Развитие территории города, Градостроительные исследования, Социологические исследования, Городские инфраструктуры, Городская среда, Государственное региулирование развития города, Моделирование развития города;;;;;;;;;;;;;;;;;;;;;
07.3.5.12.20;Теория и техника радиолокации и радионавигации;0;Настя;Радиолокационные системы, Дальномеры, Пеленгаторы, Радиоизмерители скорости, Обзорные системы, Навигационные задачи, Радионавигационные системы, Обработка сигналов, Радиотехнические системы, Случайные процессы, Уравнение Максвелла, Электромагнитное поле, Теория антенн, Теории модуляции, Генерация сигналов, Детекторы сигналов;;;;;;;;;;;;;;;;;;;;;
07.5.6.11.20;Специализированные технологии машинного обучения (КР2) / Machine Learning;0;Настя;Классификация, Регрессия, Наивный байесовский анализ, Ансамблевые методы, Кластеризация, Методы снижения размерности, Нейронные сети, Метод стохастического градиента, Многослойный прецептрон, Глубокое обучение, Сети доверия;;;;;;;;;;;;;;;;;;;;;
07.6.6.112.20;Системы поддержки принятия решений в финансовой сфере (КР-2);0;Настя;Теория принятия решений, Многокритериальная оптимизация, Оптимальность по Парето, Векторная оптимизация, Последовательная оптимизация, Принятие решений в условиях неопределенности, Принятие решений в условиях риска, Теория игр;;;;;;;;;;;;;;;;;;;;;
07.6.6.63.20;Протоколы передачи данных (КР 2);0;Настя;Защищенные протоколы, Протокол IPv4, Протокол IPv6, Виртуальные частные сети, Протокол IPSEC, VPN, Сетевые протоколы;;;;;;;;;;;;;;;;;;;;;
07.6.6.64.20;Основы технологии программно-конфигурируемых сетей;0;Настя;Компьютерные сети, Модель OSI, Сетевые протоколы, Маршрутизация, Коммутация, Облачные системы, API, Виртуализация сети, Open Stack, Программно-конфигурируемые сети, Стандарт OpenFlow, Сетевая операционная система;;;;;;;;;;;;;;;;;;;;;
07.6.6.98.20;Протоколы передачи данных / Data transfer protocols (CW2);0;Настя;Защищенные протоколы, Протокол IPv4, Протокол IPv6, Виртуальные частные сети, Протокол IPSEC, VPN, Сетевые протоколы;;;;;;;;;;;;;;;;;;;;;
07.6.6.99.20;Основы технологии программно-конфигурируемых сетей / Software define networks basic;0;Настя;Компьютерные сети, Модель OSI, Сетевые протоколы, Маршрутизация, Коммутация, Облачные системы, API, Виртуализация сети, Open Stack, Программно-конфигурируемые сети, Стандарт OpenFlow, Сетевая операционная система;;;;;;;;;;;;;;;;;;;;;
07.5.9.14.20;Введение в интеллектуальный анализ данных;0;Настя;Анализ данных, Обработка данных, Ассоциативные правила, Кластеризация, Классификация, Регрессия, Нейронные сети, Оценка эффективности модели, Ансамбли моделей;;;;;;;;;;;;;;;;;;;;;
07.5.5.47.20;Основы речевых технологий;0;Настя;Речевые технологии, Речеобразование, Резонаторы, Информационная структура речи, Модели восприятия, Распознавание речи, Речевая деятельность, Установление антропоморфических характеристик по голосу, Речевые нарушения, Речевые информационные системы, Эксперные системы, Биометрические системы, Запись речи;;;;;;;;;;;;;;;;;;;;;
07.1.5.0.20;Технологии машинного обучения (КР);0;Настя;Классификация, Регрессия, Наивный байесовский анализ, Ансамблевые методы, Кластеризация, Методы снижения размерности, Нейронные сети, Метод стохастического градиента, Многослойный прецептрон, Глубокое обучение, Сети доверия;;;;;;;;;;;;;;;;;;;;;
07.1.5.4.20;Современные методы оптимизации;0;Настя;Задачи оптимизации, Линейное программирование, Поиск глобального экстремума, Динамическое программирование, Метаэвристическая оптимизация, Генетические алгоритмы, Методы роевого интеллекта, Квантовая информатика, Квантовые алгоритмы, Междисциплинарные задачи оптимизации;;;;;;;;;;;;;;;;;;;;;
07.6.9.11.20;Вероятностные методы анализа данных;0;Настя;Одномерная случайная величина, Законы распределения, Доверительный интервал, Регрессионный анализ, Корреляционный анализ, Метод главных компонент, Вероятностное моделирование, Случайная функция, Стационарность, Эргодические процессы, Случайный процесс, Марковские процессы, Гауссовы процессы, Модель авторегрессии, Спектральный анализ;;;;;;;;;;;;;;;;;;;;;
07.6.5.25.20;Технологии больших данных;0;Настя;Большие данные, Базовая модель, Жизненный цикл проекта, Сбор данных, Обработка данных, Корреляционный анализ, Регрессионный анализ, Визуализация данных, Язык R, СУБД, Инструменты работы с большими данными;;;;;;;;;;;;;;;;;;;;;
07.6.5.26.20;Финансовая кибербезопасность (КР-1);0;Настя;Информационная кибербезопасность, ИБ бизнеса, Риск-менеджмент, Корпоративное управление, Управление финансовой кибербезопасностью, Оценка информационной безопасности, Угрозы ИБ от персонала, Информационные активы;;;;;;;;;;;;;;;;;;;;;
07.6.5.28.20;Технологии поддержки принятия решений на финансовых рынках;0;Настя;Теория принятия решений, Многокритериальная оптимизация, Оптимальность по Парето, Векторная оптимизация, Последовательная оптимизация, Принятие решений в условиях неопределенности, Принятие решений в условиях риска, Теория игр;;;;;;;;;;;;;;;;;;;;;
07.6.5.29.20;Финансовые кибертехнологии;0;Настя;Онлайн эквайринг, Цифровые деньги, Роботизированное консультирование, Управление финансами, Мобильное управление оборотным капиталом, Онлайн системы бухгалтерского учета, P2P платформы, Краудфандинг, Страхование, Маркетплейс, Большие данные, Машинное обучение, Блокчейн, Облачные вычисления;;;;;;;;;;;;;;;;;;;;;
07.6.6.59.20;Технология OpenStack. Основы программирования и конфигурирования;0;Настя;Облачные вычисления, Конфигурирование OpenStack, Архитектура OpenStack, Телеметрия, Развертывание облачных систем;;;;;;;;;;;;;;;;;;;;;
07.6.6.84.20;Технология систем и сетей беспроводной связи следующего поколения;0;Настя;Беспроводная связь, Глобальные беспроводные сети, Локальные беспроводные сети, Программно-определяемые беспроводные системы радиосвязи, Когнитивный цикл, Когнитивное радио, Когнитивные беспроводные сети, Межуровневые когнитивные циклы, Мобильные когнитивные инфокоммуникационные системы;;;;;;;;;;;;;;;;;;;;;
07.6.6.94.20;Технология OpenStack. Основы программирования и конфигурирования / OpenStack technology. Programming and configuring;0;Настя;Облачные вычисления, Конфигурирование OpenStack, Архитектура OpenStack, Телеметрия, Развертывание облачных систем;;;;;;;;;;;;;;;;;;;;;
07.6.6.100.20;Кластерные, облачные и грид-системы в телекоммуникациях / Cluster, cloud and grid systems;0;Настя;Компьютерная инфраструктура, Программное обеспечение, Языки программирования, Файловые системы, СУБД, Архитектура компьютера, Хранение данных, Передача данных, Большие данные, Распределенные компьютерные архитектуры, Грид, Кластер, Облако, Аутентификация, Разграничение доступа;;;;;;;;;;;;;;;;;;;;;
07.6.6.61.20;Компонентное веб программирование;0;Настя;Серверное программирование, JavaScript, Система управления данными, Аутентификация, MongoDB, Mongoose, Перекрестная ссылка документов;;;;;;;;;;;;;;;;;;;;;
07.6.6.65.20;Кластерные, облачные и грид-системы в телекоммуникациях;0;Настя;Компьютерная инфраструктура, Программное обеспечение, Языки программирования, Файловые системы, СУБД, Архитектура компьютера, Хранение данных, Передача данных, Большие данные, Распределенные компьютерные архитектуры, Грид, Кластер, Облако, Аутентификация, Разграничение доступа;;;;;;;;;;;;;;;;;;;;;
07.6.6.96.20;Компонентное веб программирование / Component web programming;0;Настя;Серверное программирование, JavaScript, Система управления данными, Аутентификация, MongoDB, Mongoose, Перекрестная ссылка документов;;;;;;;;;;;;;;;;;;;;;
07.6.6.75.20;Методы моделирования и оптимизации в инфокоммуникационных системах;0;Настя;Математическое моделирование, Инфокоммуникационные системы, Математические схемы создания моделей, Аналитические методы моделирования, Численные методы моделирования, Имитационное моделирование, Дискретно-событийное моделирование, Метод Монте-Карло, Регрессионный анализ, Методы оптимизации, Линейное программирование, Дискретное программирование, Динамическое программирование;;;;;;;;;;;;;;;;;;;;;
07.6.6.80.20;Программное обеспечение управляющих и встроенных систем;0;Настя;Информационно-управляющая система, Встроенная система, Автоматизированные системы управления, Программное обеспечение, Алгоритмическое обеспечение, Микропроцессорные контроллеры, SCADA, Жизненный цикл разработки встроенных систем, Системы реального времени, Тестирование встроенных систем, Информационное обеспечение встроенных систем;;;;;;;;;;;;;;;;;;;;;
07.6.6.81.20;Теория построения инфокоммуникационных систем и сетей (КР 2);0;Настя;Сети связи, Теория телетрафика, Телефонная сеть общего пользования, Системы коммутации, Системы передачи с частотным разделением каналов, Системы передачи с временным разделением каналов, Цифровые системы передачи, Сотовая связь, Спутниковая связь, Цифровое телевидение;;;;;;;;;;;;;;;;;;;;;
07.6.6.83.20;Надежность и эксплуатация средств радиосвязи и радиодоступа;0;Настя;Сложные технические системы, Программы обеспечения надежности, Методы расчета надежности, Надежность программного обеспечения, Эксплуатация СРСД;;;;;;;;;;;;;;;;;;;;;
07.6.6.85.20;Проектирование инженерных систем телекоммуникационных помещений (КР 2);0;Настя;Сети связи, Объекты связи, Беспроводная связь, Радиосвязь, Проектирование сетей беспроводной связи, Электрические сети объекта связи, Обслуживание объекта связи, Структура объекта связи;;;;;;;;;;;;;;;;;;;;;
07.6.6.86.20;Мониторинг и управление радиочастотным ресурсом;0;Настя;Радиочастотный спектр, Управление использованием радиочастотного спектра, Радиоконтроль, Система радиоконтроля РФ, Полосы радиочастот, Электромагнитная совместимость РЭС;;;;;;;;;;;;;;;;;;;;;
07.6.6.89.20;Менеджмент в телекоммуникационном бизнесе (КР 1);0;Настя;Телекоммуникации, Операторы связи, Безопасность в телекоммуникациях, Экономика работы операторов связи, Сегменты телекоммуникационного рынка, Организация обслуживания абонентов;;;;;;;;;;;;;;;;;;;;;
07.6.6.72.20;Сервис-ориентированное моделирование;0;Настя;Облачные вычисления, SOA, Объектно-ориентированные средства разработки, Базы данных, XML, Веб-сервисы, Динамическая загрузка данных, Аутентификация, Разграничение доступа, Системы безопасности SOA-приложений;;;;;;;;;;;;;;;;;;;;;
07.6.5.27.20;Математическое моделирование в финансовой сфере ;0;Настя;Математическое моделирование, Финансовые экономические системы, Статистические модели в сфере финансов, Динамические модели в сфере финансов, Макроэкономические процессы, Прикладные аспекты моделирования;;;;;;;;;;;;;;;;;;;;;
07.7.9.0.20;Прием и регистрация оптического излучения;0;Настя;Фотометрические величины, Законы теплового излучения, Источники оптического излучения, Приемники оптического излучения, ПОИ на внутреннем фотоэффекте, ПОИ на внешнем фотоэффекте, Оптическое излучение, Тепловое излучение;;;;;;;;;;;;;;;;;;;;;
07.7.9.1.20;Методы контроля оптических элементов и систем;0;Настя;Методы контроля оптики, Интерферометр, Интерферометрические методы контроля, Оптические системы, Волновая аберрация, Волновой фронт, Преобразование Фурье, Метод Гартмана-Шека, Оптическая передаточная функция, Функция концентрации энергии, Характеристики качества изображения;;;;;;;;;;;;;;;;;;;;;
07.7.5.2.20;Оценка качества изображения;0;Настя;Оптические системы, Дифракция, Преобразование Фурье, Функция рассеяния точки, Принцип Гюйгенса-Френеля, Оптическая передаточная функция, Многозвенная оптико-цифровая система, Методы оценки качества изображения;;;;;;;;;;;;;;;;;;;;;
07.7.5.8.20;Методы контроля оптических элементов и систем;0;Настя;Методы контроля оптики, Интерферометр, Интерферометрические методы контроля, Оптические системы, Волновая аберрация, Волновой фронт, Преобразование Фурье, Метод Гартмана-Шека, Оптическая передаточная функция, Функция концентрации энергии, Характеристики качества изображения;;;;;;;;;;;;;;;;;;;;;
07.7.5.9.20;Методы контроля оптических элементов и систем / Testing methods for optical elements and systems;0;Настя;Методы контроля оптики, Интерферометр, Интерферометрические методы контроля, Оптические системы, Волновая аберрация, Волновой фронт, Преобразование Фурье, Метод Гартмана-Шека, Оптическая передаточная функция, Функция концентрации энергии, Характеристики качества изображения;;;;;;;;;;;;;;;;;;;;;
07.7.6.58.20;Оптико-цифровые системы промышленного контроля;0;Настя;Системотехника, Оптико-цифровые системы, Оптический поиск наблюдаемого объекта, Конструкция ОЦС, Системы стабилизации изображения, Звездные датчики, Цифровая обработка изображений, Методы сжатия информации, Методы кодирования информации, Прогнозирование результатов эксперимента;;;;;;;;;;;;;;;;;;;;;
07.7.6.59.20;Оптико-цифровые системы промышленного контроля / Optoelectronic systems of industrial control;0;Настя;Системотехника, Оптико-цифровые системы, Оптический поиск наблюдаемого объекта, Конструкция ОЦС, Системы стабилизации изображения, Звездные датчики, Цифровая обработка изображений, Методы сжатия информации, Методы кодирования информации, Прогнозирование результатов эксперимента;;;;;;;;;;;;;;;;;;;;;
07.7.5.1.20;Оптико-цифровые системы и технологии;0;Настя;Системотехника, Оптико-цифровые системы, Оптический поиск наблюдаемого объекта, Конструкция ОЦС, Системы стабилизации изображения, Звездные датчики, Цифровая обработка изображений, Методы сжатия информации, Методы кодирования информации, Прогнозирование результатов эксперимента;;;;;;;;;;;;;;;;;;;;;
07.7.5.0.20;Специальные вопросы прикладной оптики;0;Настя;Геометрическая оптика, Построение лучей в составных системах, Параксиальная оптика, Оптические системы, Оптические приборы, Телескопные системы, Проекционные системы, Микроскопические системы,Геометрические аберрации, Синтез оптических систем;;;;;;;;;;;;;;;;;;;;;
07.7.5.3.20;Программное обеспечение компьютерного проектирования оптико-цифровых систем;0;Настя;САПР, Трехмерное моделирование, Pro/ENGINEER, Построение опорных элементов, Проектирование деталей, Проектирование листовых деталей, Проектирование сборок, Оформление чертежей по ЕСКД;;;;;;;;;;;;;;;;;;;;;
07.7.5.6.20;Конструирование и точностной анализ оптических приборов;0;Настя;Оптико-электронные приборы, Показатели качества ОЭП, Конструирование деталей, Анализ точности приборов, Компенсация погрешностей;;;;;;;;;;;;;;;;;;;;;
07.7.5.7.20;Конструирование и точностной анализ оптических приборов / Design of optical devices and systems + project;0;Настя;Оптико-электронные приборы, Показатели качества ОЭП, Конструирование деталей, Анализ точности приборов, Компенсация погрешностей;;;;;;;;;;;;;;;;;;;;;
07.7.5.12.20;Методы обработки изображений;0;Настя;Оптическое изображение, Дискретизация изображения, Квантование изображения, Цифровая обработка изображений, Сжатие изображений, Стандарты цветового кодирования, Геометрические преобразования изображения, Логические преобразования изображения, Арифметические преобразования изображения, Фильтрация изображений, Искажение изображения;;;;;;;;;;;;;;;;;;;;;
07.7.5.13.20;Методы обработки изображений / Image processing;0;Настя;Оптическое изображение, Дискретизация изображения, Квантование изображения, Цифровая обработка изображений, Сжатие изображений, Стандарты цветового кодирования, Геометрические преобразования изображения, Логические преобразования изображения, Арифметические преобразования изображения, Фильтрация изображений, Искажение изображения;;;;;;;;;;;;;;;;;;;;;
07.7.9.2.20;Теория и методы проектирования оптических систем;0;Настя;Оптические системы, Проектирование оптических систем, Синтез оптических систем, Анализ оптических систем, Оптимизация оптических систем, Расчет оптических систем, Компьютерное моделирование работы оптических систем, Нестандартные оптические системы;;;;;;;;;;;;;;;;;;;;;
07.7.9.3.20;Теория и методы проектирования оптических систем / Optical system design I;0;Настя;Оптические системы, Проектирование оптических систем, Синтез оптических систем, Анализ оптических систем, Оптимизация оптических систем, Расчет оптических систем, Компьютерное моделирование работы оптических систем, Нестандартные оптические системы;;;;;;;;;;;;;;;;;;;;;
07.7.5.10.20;Научные приборы;0;Настя;Микроскоп, Объективы микроскопа, Окуляры микроскопа, Оптические элементы осветительного канала, Методы микроскопии;;;;;;;;;;;;;;;;;;;;;
