ID_ИНДИКАТОРА,КОД_ИНДИКАТОРА,ИМЯ_ИНДИКАТОРА,ID_ОХ,ID_ПЛАНА,ISU_ID_ПЛАНА,ИМЯ_ПЛАНА,РПД_ИД,ИМЯ_РПД
2113,ПК-3.3,Управляет качеством больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
1767,ПК-3.1,Разрабатывает техническое задание на производство наноструктурированных композиционных и функциональных материалов с новыми свойствами,55,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
1767,ПК-3.1,Разрабатывает техническое задание на производство наноструктурированных композиционных и функциональных материалов с новыми свойствами,134,7150,15873,Химия прикладных материалов / Chemistry of Applied Materials,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
1769,ПК-3.3,Организует внедрение разработанных технических решений производства наноструктурированных композиционных материалов,55,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
1769,ПК-3.3,Организует внедрение разработанных технических решений производства наноструктурированных композиционных материалов,134,7150,15873,Химия прикладных материалов / Chemistry of Applied Materials,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
2111,ПК-3.1,Анализирует потребности заинтересованных лиц и/или подразделений организации в исследовании больших данных,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
2111,ПК-3.1,Анализирует потребности заинтересованных лиц и/или подразделений организации в исследовании больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
2113,ПК-3.3,Управляет качеством больших данных,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
2113,ПК-3.3,Управляет качеством больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23585,Алгоритмы и большие данные в химии и материаловедении / Algorithms and Big Data in Chemistry and Materials Science
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,10,7395,18525,Прикладная геномика,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,10,7396,18526,Прикладная геномика,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,50,7394,18402,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,55,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,122,6906,14544,Инфохимия,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,134,7150,15873,Химия прикладных материалов / Chemistry of Applied Materials,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1808,ПК-2.1,Организует выполнение НИР в соответствии с планом задания,140,7152,15870,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1801,ПК-4.3,Модернизирует существующие и внедряет новые методы и оборудование для испытаний инновационной продукции наноиндустрии,55,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1801,ПК-4.3,Модернизирует существующие и внедряет новые методы и оборудование для испытаний инновационной продукции наноиндустрии,134,7150,15873,Химия прикладных материалов / Chemistry of Applied Materials,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
2114,ПК-4.1,"Разрабатывает продукты, услуги и решения на основе больших данных",10,7395,18525,Прикладная геномика,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
2114,ПК-4.1,"Разрабатывает продукты, услуги и решения на основе больших данных",10,7396,18526,Прикладная геномика,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
2114,ПК-4.1,"Разрабатывает продукты, услуги и решения на основе больших данных",54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
2114,ПК-4.1,"Разрабатывает продукты, услуги и решения на основе больших данных",137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23586,Машинное обучение для химических систем / Machine Learning for Chemical Systems
1767,ПК-3.1,Разрабатывает техническое задание на производство наноструктурированных композиционных и функциональных материалов с новыми свойствами,55,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
1767,ПК-3.1,Разрабатывает техническое задание на производство наноструктурированных композиционных и функциональных материалов с новыми свойствами,134,7150,15873,Химия прикладных материалов / Chemistry of Applied Materials,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2112,ПК-3.2,Разрабатывает и согласовывает техническое задание на создание методической и технологической инфраструктуры больших данных,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2112,ПК-3.2,Разрабатывает и согласовывает техническое задание на создание методической и технологической инфраструктуры больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2113,ПК-3.3,Управляет качеством больших данных,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2113,ПК-3.3,Управляет качеством больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
1767,ПК-3.1,Разрабатывает техническое задание на производство наноструктурированных композиционных и функциональных материалов с новыми свойствами,55,7389,18410,Химия для энергетических технологий / Sustainable Chemistry For Energy Technologies,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
1767,ПК-3.1,Разрабатывает техническое задание на производство наноструктурированных композиционных и функциональных материалов с новыми свойствами,134,7150,15873,Химия прикладных материалов / Chemistry of Applied Materials,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2112,ПК-3.2,Разрабатывает и согласовывает техническое задание на создание методической и технологической инфраструктуры больших данных,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2112,ПК-3.2,Разрабатывает и согласовывает техническое задание на создание методической и технологической инфраструктуры больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2113,ПК-3.3,Управляет качеством больших данных,54,7388,18411,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
2113,ПК-3.3,Управляет качеством больших данных,137,7151,16092,Химия и искусственный интеллект / Chemistry and Artificial Intelligence,23587,Обработка естественного языка в химии / Natural Language Processing in Chemistry
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,91,7297,18343,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
692,ПК-7.6,Проектирует программные интерфейсы,236,7169,16000,Мобильные и сетевые технологии,19155,Проектирование мобильных и сетевых приложений
1675,ПК-3.1,Управляет процессом развития высокотехнологичного инновационного продукта,6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
1679,ПК-3.3,Организует работу по разработке и/или развитию высокотехнологичных инновационных продуктов,6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
1685,ПК-С1.1,Проводит маркетинговые исследования в высокотехнологичном бизнесе,6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
1686,ПК-С1.2,Осуществляет маркетинговое проектирование инноваций,6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
1687,ПК-С1.3,Разрабатывает и совершенствует политику ценообразования и сбытовую политику,6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
1688,ПК-С1.4,"Разрабатывает, внедряет и совершенствует систему маркетинговых коммуникаций в организации",6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
1678,ПК-3.2,Проводит исследования новых рынков,6,7492,22799,Управление высокотехнологичным бизнесом,24193,Развитие клиента (CusDev) и экспериментальный маркетинг
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,272,6903,14525,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6908,13281,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6914,13274,Цифровые системы управления,15852,Специальные разделы электротехники
2836,ПК-1.3,Производит силовые и прочностные расчеты,273,6918,13265,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6921,14536,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,262,6899,14538,Индустриальные киберфизические системы,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,263,6919,13263,Робототехника,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,265,7019,14534,Робототехника и искусственный интеллект,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6913,13258,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,268,6910,13259,Цифровое производство,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6902,14523,Цифровые системы управления,15852,Специальные разделы электротехники
2837,ПК-1.4,Применяет законы и принципы механики,272,6901,14519,Цифровые системы управления,15852,Специальные разделы электротехники
